(55, 127, 63),(67, 191, 127)
(55, 127, 127),(67, 191, 191)
(55, 127, 191),(67, 191, 255)
(55, 191, 0),(67, 255, 63)
(55, 191, 63),(67, 255, 127)
(55, 191, 127),(67, 255, 191)
(55, 191, 191),(67, 255, 255)
(67, 0, 0),(78, 63, 63)
(67, 0, 63),(78, 63, 127)
(67, 0, 127),(78, 63, 191)
(67, 0, 191),(78, 63, 255)
(67, 63, 0),(78, 127, 63)
(67, 63, 63),(78, 127, 127)
(67, 63, 127),(78, 127, 191)
(67, 63, 191),(78, 127, 255)
(67, 127, 0),(78, 191, 63)
(67, 127, 63),(78, 191, 127)
(67, 127, 127),(78, 191, 191)
(67, 127, 191),(78, 191, 255)
(67, 191, 0),(78, 255, 63)
(67, 191, 63),(78, 255, 127)
(67, 191, 127),(78, 255, 191)
(67, 191, 191),(78, 255, 255)
(78, 0, 0),(89, 63, 63)
(78, 0, 63),(89, 63, 127)
(78, 0, 127),(89, 63, 191)
(78, 0, 191),(89, 63, 255)
(78, 63, 0),(89, 127, 63)
(78, 63, 63),(89, 127, 127)
(78, 63, 127),(89, 127, 191)
(78, 63, 191),(89, 127, 255)
(78, 127, 0),(89, 191, 63)
(78, 127, 63),(89, 191, 127)
(78, 127, 127),(89, 191, 191)
(78, 127, 191),(89, 191, 255)
(78, 191, 0),(89, 255, 63)
(78, 191, 63),(89, 255, 127)
(78, 191, 127),(89, 255, 191)
(78, 191, 191),(89, 255, 255)
(89, 0, 0),(100, 63, 63)
(89, 0, 63),(100, 63, 127)
(89, 0, 127),(100, 63, 191)
(89, 0, 191),(100, 63, 255)
(89, 63, 0),(100, 127, 63)
(89, 63, 63),(100, 127, 127)
(89, 63, 127),(100, 127, 191)
(89, 63, 191),(100, 127, 255)
(89, 127, 0),(100, 191, 63)
(89, 127, 63),(100, 191, 127)
(89, 127, 127),(100, 191, 191)
(89, 127, 191),(100, 191, 255)
(89, 191, 0),(100, 255, 63)
(89, 191, 63),(100, 255, 127)
(89, 191, 127),(100, 255, 191)
(89, 191, 191),(100, 255, 255)
(100, 0, 0),(111, 63, 63)
(100, 0, 63),(111, 63, 127)
(100, 0, 127),(111, 63, 191)
(100, 0, 191),(111, 63, 255)
(100, 63, 0),(111, 127, 63)
(100, 63, 63),(111, 127, 127)
(100, 63, 127),(111, 127, 191)
(100, 63, 191),(111, 127, 255)
(100, 127, 0),(111, 191, 63)
(100, 127, 63),(111, 191, 127)
(100, 127, 127),(111, 191, 191)
(100, 127, 191),(111, 191, 255)
(100, 191, 0),(111, 255, 63)
(100, 191, 63),(111, 255, 127)
(100, 191, 127),(111, 255, 191)
(100, 191, 191),(111, 255, 255)
(111, 0, 0),(123, 63, 63)
(111, 0, 63),(123, 63, 127)
(111, 0, 127),(123, 63, 191)
(111, 0, 191),(123, 63, 255)
(111, 63, 0),(123, 127, 63)
(111, 63, 63),(123, 127, 127)
(111, 63, 127),(123, 127, 191)
(111, 63, 191),(123, 127, 255)
(111, 127, 0),(123, 191, 63)
(111, 127, 63),(123, 191, 127)
(111, 127, 127),(123, 191, 191)
(111, 127, 191),(123, 191, 255)
(111, 191, 0),(123, 255, 63)
(111, 191, 63),(123, 255, 127)
(111, 191, 127),(123, 255, 191)
(111, 191, 191),(123, 255, 255)
(123, 0, 0),(134, 63, 63)
(123, 0, 63),(134, 63, 127)
(123, 0, 127),(134, 63, 191)
(123, 0, 191),(134, 63, 255)
(123, 63, 0),(134, 127, 63)
(123, 63, 63),(134, 127, 127)
(123, 63, 127),(134, 127, 191)
(123, 63, 191),(134, 127, 255)
(123, 127, 0),(134, 191, 63)
(123, 127, 63),(134, 191, 127)
(123, 127, 127),(134, 191, 191)
(123, 127, 191),(134, 191, 255)
(123, 191, 0),(134, 255, 63)
(123, 191, 63),(134, 255, 127)
(123, 191, 127),(134, 255, 191)
(123, 191, 191),(134, 255, 255)
(134, 0, 0),(145, 63, 63)
(134, 0, 63),(145, 63, 127)
(134, 0, 127),(145, 63, 191)
(134, 0, 191),(145, 63, 255)
(134, 63, 0),(145, 127, 63)
(134, 63, 63),(145, 127, 127)
(134, 63, 127),(145, 127, 191)
(134, 63, 191),(145, 127, 255)
(134, 127, 0),(145, 191, 63)
(134, 127, 63),(145, 191, 127)
(134, 127, 127),(145, 191, 191)
(134, 127, 191),(145, 191, 255)
(134, 191, 0),(145, 255, 63)
(134, 191, 63),(145, 255, 127)
(134, 191, 127),(145, 255, 191)
(134, 191, 191),(145, 255, 255)
(145, 0, 0),(156, 63, 63)
(145, 0, 63),(156, 63, 127)
(145, 0, 127),(156, 63, 191)
(145, 0, 191),(156, 63, 255)
(145, 63, 0),(156, 127, 63)
(145, 63, 63),(156, 127, 127)
(145, 63, 127),(156, 127, 191)
(145, 63, 191),(156, 127, 255)
(145, 127, 0),(156, 191, 63)
(145, 127, 63),(156, 191, 127)
(145, 127, 127),(156, 191, 191)
(145, 127, 191),(156, 191, 255)
(145, 191, 0),(156, 255, 63)
(145, 191, 63),(156, 255, 127)
(145, 191, 127),(156, 255, 191)
(145, 191, 191),(156, 255, 255)
(156, 0, 0),(167, 63, 63)
(156, 0, 63),(167, 63, 127)
(156, 0, 127),(167, 63, 191)
(156, 0, 191),(167, 63, 255)
(156, 63, 0),(167, 127, 63)
(156, 63, 63),(167, 127, 127)
(156, 63, 127),(167, 127, 191)
(156, 63, 191),(167, 127, 255)
(156, 127, 0),(167, 191, 63)
(156, 127, 63),(167, 191, 127)
(156, 127, 127),(167, 191, 191)
(156, 127, 191),(167, 191, 255)
(156, 191, 0),(167, 255, 63)
(156, 191, 63),(167, 255, 127)
(156, 191, 127),(167, 255, 191)
(156, 191, 191),(167, 255, 255)
(167, 0, 0),(179, 63, 63)
(167, 0, 63),(179, 63, 127)
(167, 0, 127),(179, 63, 191)
(167, 0, 191),(179, 63, 255)
(167, 63, 0),(179, 127, 63)
(167, 63, 63),(179, 127, 127)
(167, 63, 127),(179, 127, 191)
(167, 63, 191),(179, 127, 255)
(167, 127, 0),(179, 191, 63)
(167, 127, 63),(179, 191, 127)
(167, 127, 127),(179, 191, 191)
(167, 127, 191),(179, 191, 255)
(167, 191, 0),(179, 255, 63)
(167, 191, 63),(179, 255, 127)
(167, 191, 127),(179, 255, 191)
(167, 191, 191),(179, 255, 255)
